Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
tool_base,-0.00247570175891211,0.00192421013672114,0.0748513008412715,0,0,0,0.0983878201165868,0.000105485313306803,-2.1042248306272E-08,-9.20933039542333E-07,0.000114758918473628,1.1047801985657E-08,1.15747438919022E-05,0,0,0,0,0,0,package://arm/meshes/grippers/my_gripper_1/tool_base.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://arm/meshes/grippers/my_gripper_1/tool_base.STL,,装配体2^树枝剪0907-1,tool0,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
tool_link,-0.0168280191021532,0.0281845595187908,0.00070564854294175,0,0,0,0.054318578390507,2.00880186030608E-05,1.65175563360546E-05,-4.99481154962564E-08,2.16573207842977E-05,8.1654898204742E-08,4.12786244534564E-05,0,0,0,0,0,0,package://arm/meshes/grippers/my_gripper_1/tool_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://arm/meshes/grippers/my_gripper_1/tool_link.STL,,装配体1^树枝剪0907-1,tool1,基准轴2,tool_joint,revolute,-0.02305,0.0029234,0.0895,1.5708,0,0,tool_base,0,0,1,0,0,0,0,,,,,,,,
